  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#41   | STANDARD BURNISHED STEEL  |     46 |          396
 Brand#41   | STANDARD PLATED TIN       |     27 |          396
 Brand#41   | STANDARD POLISHED TIN     |     46 |          396
 Brand#42   | ECONOMY BRUSHED TIN       |     10 |          396
 Brand#42   | ECONOMY PLATED STEEL      |     10 |          396
 Brand#42   | ECONOMY PLATED TIN        |     10 |          396
 Brand#42   | ECONOMY POLISHED COPPER   |     15 |          396
 Brand#42   | ECONOMY POLISHED TIN      |     15 |          396
 Brand#42   | LARGE BRUSHED NICKEL      |     21 |          396
 Brand#42   | LARGE BRUSHED STEEL       |     15 |          396
 Brand#42   | LARGE BURNISHED STEEL     |     10 |          396
 Brand#42   | LARGE PLATED TIN          |     10 |          396
 Brand#42   | LARGE PLATED TIN          |     27 |          396
 Brand#42   | MEDIUM ANODIZED STEEL     |     10 |          396
 Brand#42   | MEDIUM BRUSHED NICKEL     |      5 |          396
 Brand#42   | MEDIUM BURNISHED TIN      |     15 |          396
 Brand#42   | MEDIUM PLATED STEEL       |     27 |          396
 Brand#42   | MEDIUM POLISHED BRASS     |     15 |          396
 Brand#42   | PROMO ANODIZED TIN        |     46 |          396
 Brand#42   | PROMO BRUSHED NICKEL      |     15 |          396
 Brand#42   | PROMO BRUSHED STEEL       |     21 |          396
 Brand#42   | PROMO BURNISHED COPPER    |     46 |          396
 Brand#42   | PROMO BURNISHED STEEL     |     15 |          396
 Brand#42   | PROMO BURNISHED TIN       |      5 |          396
 Brand#42   | PROMO POLISHED STEEL      |     21 |          396
 Brand#42   | PROMO POLISHED STEEL      |     24 |          396
 Brand#42   | SMALL ANODIZED NICKEL     |     24 |          396
 Brand#42   | SMALL BRUSHED COPPER      |     27 |          396
 Brand#42   | SMALL BRUSHED COPPER      |     46 |          396
 Brand#42   | SMALL BRUSHED STEEL       |      3 |          396
 Brand#42   | SMALL PLATED STEEL        |     46 |          396
 Brand#42   | STANDARD BRUSHED NICKEL   |     10 |          396
 Brand#42   | STANDARD PLATED COPPER    |     27 |          396
 Brand#42   | STANDARD PLATED TIN       |     24 |          396
 Brand#42   | STANDARD POLISHED NICKEL  |     24 |          396
 Brand#43   | ECONOMY ANODIZED BRASS    |      3 |          396
 Brand#43   | ECONOMY BRUSHED STEEL     |     21 |          396
 Brand#43   | LARGE ANODIZED BRASS      |     15 |          396
 Brand#43   | LARGE ANODIZED NICKEL     |     10 |          396
 Brand#43   | LARGE BURNISHED COPPER    |     10 |          396
 Brand#43   | LARGE BURNISHED NICKEL    |      3 |          396
 Brand#43   | LARGE BURNISHED STEEL     |     21 |          396
 Brand#43   | LARGE BURNISHED TIN       |     21 |          396
 Brand#43   | LARGE BURNISHED TIN       |     24 |          396
 Brand#43   | LARGE PLATED TIN          |     27 |          396
 Brand#43   | MEDIUM ANODIZED TIN       |      5 |          396
 Brand#43   | MEDIUM BRUSHED STEEL      |     15 |          396
 Brand#43   | MEDIUM BURNISHED BRASS    |     46 |          396
 Brand#43   | MEDIUM PLATED NICKEL      |     46 |          396
 Brand#43   | MEDIUM PLATED TIN         |      5 |          396
 Brand#43   | MEDIUM POLISHED COPPER    |     10 |          396
 Brand#43   | MEDIUM POLISHED COPPER    |     46 |          396
 Brand#43   | MEDIUM POLISHED TIN       |     27 |          396
 Brand#43   | SMALL ANODIZED BRASS      |     10 |          396
 Brand#43   | SMALL ANODIZED COPPER     |      3 |          396
 Brand#43   | SMALL ANODIZED COPPER     |     27 |          396
 Brand#43   | SMALL ANODIZED NICKEL     |     10 |          396
 Brand#43   | SMALL ANODIZED STEEL      |     21 |          396
 Brand#43   | SMALL ANODIZED TIN        |     21 |          396
 Brand#43   | SMALL BURNISHED STEEL     |     27 |          396
 Brand#43   | SMALL PLATED TIN          |      3 |          396
 Brand#43   | STANDARD ANODIZED BRASS   |      5 |          396
 Brand#43   | STANDARD BRUSHED COPPER   |      5 |          396
 Brand#43   | STANDARD BRUSHED NICKEL   |     21 |          396
 Brand#43   | STANDARD BRUSHED TIN      |      5 |          396
 Brand#43   | STANDARD BRUSHED TIN      |     15 |          396
 Brand#43   | STANDARD PLATED BRASS     |     27 |          396
 Brand#43   | STANDARD PLATED TIN       |     46 |          396
 Brand#44   | ECONOMY ANODIZED TIN      |      3 |          396
 Brand#44   | ECONOMY BURNISHED BRASS   |      5 |          396
 Brand#44   | ECONOMY PLATED BRASS      |     21 |          396
 Brand#44   | ECONOMY POLISHED COPPER   |     15 |          396
 Brand#44   | ECONOMY POLISHED TIN      |     15 |          396
 Brand#44   | LARGE BURNISHED NICKEL    |     24 |          396
 Brand#44   | MEDIUM ANODIZED STEEL     |     10 |          396
 Brand#44   | MEDIUM BRUSHED COPPER     |     15 |          396
 Brand#44   | MEDIUM BURNISHED NICKEL   |     21 |          396
 Brand#44   | MEDIUM PLATED NICKEL      |     15 |          396
 Brand#44   | MEDIUM PLATED STEEL       |     10 |          396
 Brand#44   | MEDIUM PLATED STEEL       |     15 |          396
 Brand#44   | MEDIUM POLISHED COPPER    |     46 |          396
 Brand#44   | MEDIUM POLISHED NICKEL    |     21 |          396
 Brand#44   | PROMO ANODIZED COPPER     |     46 |          396
 Brand#44   | PROMO ANODIZED TIN        |     27 |          396
 Brand#44   | PROMO BRUSHED BRASS       |     46 |          396
 Brand#44   | PROMO BRUSHED TIN         |      3 |          396
 Brand#44   | PROMO POLISHED BRASS      |     21 |          396
 Brand#44   | SMALL ANODIZED COPPER     |     46 |          396
 Brand#44   | SMALL ANODIZED STEEL      |     46 |          396
 Brand#44   | SMALL PLATED NICKEL       |      3 |          396
 Brand#44   | SMALL PLATED STEEL        |     46 |          396
 Brand#44   | SMALL POLISHED NICKEL     |      3 |          396
 Brand#44   | SMALL POLISHED TIN        |     46 |          396
 Brand#44   | STANDARD ANODIZED NICKEL  |     15 |          396
 Brand#44   | STANDARD ANODIZED STEEL   |     10 |          396
 Brand#44   | STANDARD BRUSHED NICKEL   |     21 |          396
 Brand#44   | STANDARD BURNISHED STEEL  |     10 |          396
 Brand#44   | STANDARD BURNISHED TIN    |     27 |          396
 Brand#44   | STANDARD POLISHED COPPER  |     10 |          396
 Brand#44   | STANDARD POLISHED STEEL   |      5 |          396
 Brand#45   | ECONOMY ANODIZED COPPER   |     46 |          396
 Brand#45   | ECONOMY BRUSHED COPPER    |      3 |          396
 Brand#45   | ECONOMY BRUSHED STEEL     |     10 |          396
 Brand#45   | ECONOMY BRUSHED STEEL     |     21 |          396
 Brand#45   | ECONOMY BRUSHED STEEL     |     27 |          396
 Brand#45   | ECONOMY BURNISHED STEEL   |      3 |          396
 Brand#45   | ECONOMY BURNISHED STEEL   |     15 |          396
 Brand#45   | ECONOMY PLATED BRASS      |     10 |          396
 Brand#45   | LARGE ANODIZED STEEL      |     15 |          396
 Brand#45   | LARGE ANODIZED TIN        |     21 |          396
 Brand#45   | MEDIUM ANODIZED COPPER    |     46 |          396
 Brand#45   | MEDIUM ANODIZED NICKEL    |      3 |          396
 Brand#45   | MEDIUM BRUSHED TIN        |     15 |          396
 Brand#45   | MEDIUM BRUSHED TIN        |     21 |          396
 Brand#45   | MEDIUM BURNISHED STEEL    |      3 |          396
 Brand#45   | MEDIUM POLISHED BRASS     |      3 |          396
 Brand#45   | MEDIUM POLISHED NICKEL    |     10 |          396
 Brand#45   | SMALL ANODIZED NICKEL     |     10 |          396
 Brand#45   | SMALL BRUSHED BRASS       |     21 |          396
 Brand#45   | SMALL BRUSHED BRASS       |     27 |          396
 Brand#45   | SMALL BRUSHED NICKEL      |     15 |          396
 Brand#45   | SMALL BRUSHED STEEL       |     46 |          396
 Brand#45   | SMALL POLISHED BRASS      |     15 |          396
 Brand#45   | STANDARD ANODIZED BRASS   |     10 |          396
 Brand#45   | STANDARD ANODIZED COPPER  |     21 |          396
 Brand#45   | STANDARD BRUSHED NICKEL   |     46 |          396
 Brand#45   | STANDARD BURNISHED STEEL  |     24 |          396
 Brand#45   | STANDARD POLISHED BRASS   |     21 |          396
 Brand#45   | STANDARD POLISHED STEEL   |      3 |          396
 Brand#51   | ECONOMY BURNISHED BRASS   |     24 |          396
 Brand#51   | ECONOMY BURNISHED NICKEL  |      3 |          396
 Brand#51   | ECONOMY POLISHED BRASS    |     10 |          396
 Brand#51   | LARGE ANODIZED BRASS      |     24 |          396
 Brand#51   | LARGE BRUSHED COPPER      |     46 |          396
 Brand#51   | LARGE BURNISHED NICKEL    |     24 |          396
 Brand#51   | LARGE BURNISHED STEEL     |     10 |          396
 Brand#51   | LARGE PLATED STEEL        |      5 |          396
 Brand#51   | MEDIUM ANODIZED BRASS     |     46 |          396
 Brand#51   | MEDIUM ANODIZED COPPER    |      5 |          396
 Brand#51   | MEDIUM ANODIZED COPPER    |     46 |          396
 Brand#51   | MEDIUM BRUSHED NICKEL     |      3 |          396
 Brand#51   | MEDIUM PLATED COPPER      |      3 |          396
 Brand#51   | PROMO ANODIZED TIN        |      3 |          396
 Brand#51   | PROMO BRUSHED STEEL       |      5 |          396
 Brand#51   | PROMO BURNISHED TIN       |     27 |          396
 Brand#51   | SMALL BRUSHED COPPER      |     21 |          396
 Brand#51   | SMALL BURNISHED BRASS     |     15 |          396
 Brand#51   | SMALL BURNISHED STEEL     |      5 |          396
 Brand#51   | STANDARD ANODIZED TIN     |      3 |          396
 Brand#51   | STANDARD POLISHED TIN     |     21 |          396
 Brand#52   | ECONOMY BRUSHED BRASS     |     24 |          396
 Brand#52   | ECONOMY BRUSHED TIN       |     10 |          396
 Brand#52   | ECONOMY BURNISHED STEEL   |      3 |          396
 Brand#52   | LARGE ANODIZED COPPER     |     21 |          396
 Brand#52   | LARGE ANODIZED NICKEL     |      3 |          396
 Brand#52   | LARGE ANODIZED TIN        |      3 |          396
 Brand#52   | LARGE BRUSHED BRASS       |     10 |          396
 Brand#52   | LARGE BRUSHED BRASS       |     27 |          396
 Brand#52   | LARGE BURNISHED COPPER    |     46 |          396
 Brand#52   | LARGE BURNISHED STEEL     |     27 |          396
 Brand#52   | MEDIUM ANODIZED BRASS     |     15 |          396
 Brand#52   | MEDIUM ANODIZED TIN       |     46 |          396
 Brand#52   | MEDIUM BRUSHED NICKEL     |     46 |          396
 Brand#52   | MEDIUM BRUSHED TIN        |      5 |          396
 Brand#52   | MEDIUM BURNISHED COPPER   |     10 |          396
 Brand#52   | MEDIUM BURNISHED STEEL    |      5 |          396
 Brand#52   | MEDIUM BURNISHED STEEL    |     15 |          396
 Brand#52   | MEDIUM BURNISHED STEEL    |     27 |          396
 Brand#52   | MEDIUM PLATED COPPER      |     27 |          396
 Brand#52   | MEDIUM PLATED COPPER      |     46 |          396
 Brand#52   | MEDIUM PLATED NICKEL      |     21 |          396
 Brand#52   | PROMO BRUSHED NICKEL      |      3 |          396
 Brand#52   | PROMO BURNISHED BRASS     |     10 |          396
 Brand#52   | PROMO BURNISHED NICKEL    |      3 |          396
 Brand#52   | PROMO PLATED TIN          |     46 |          396
 Brand#52   | PROMO POLISHED COPPER     |      3 |          396
 Brand#52   | PROMO POLISHED NICKEL     |     46 |          396
 Brand#52   | PROMO POLISHED STEEL      |     21 |          396
 Brand#52   | SMALL BRUSHED NICKEL      |     10 |          396
 Brand#52   | SMALL BRUSHED STEEL       |     21 |          396
 Brand#52   | SMALL BURNISHED COPPER    |      3 |          396
 Brand#52   | SMALL PLATED STEEL        |     27 |          396
 Brand#52   | SMALL PLATED TIN          |     24 |          396
 Brand#52   | SMALL POLISHED TIN        |     10 |          396
 Brand#52   | SMALL POLISHED TIN        |     27 |          396
 Brand#52   | STANDARD BRUSHED COPPER   |      5 |          396
 Brand#52   | STANDARD BURNISHED BRASS  |     46 |          396
 Brand#52   | STANDARD BURNISHED COPPER |     27 |          396
 Brand#52   | STANDARD POLISHED TIN     |      5 |          396
 Brand#53   | ECONOMY BURNISHED COPPER  |     46 |          396
 Brand#53   | LARGE ANODIZED BRASS      |      3 |          396
 Brand#53   | LARGE ANODIZED STEEL      |     15 |          396
 Brand#53   | LARGE BRUSHED BRASS       |     21 |          396
 Brand#53   | LARGE BRUSHED STEEL       |      3 |          396
 Brand#53   | LARGE BURNISHED BRASS     |      3 |          396
 Brand#53   | LARGE BURNISHED STEEL     |     10 |          396
 Brand#53   | LARGE PLATED COPPER       |     21 |          396
 Brand#53   | MEDIUM BURNISHED NICKEL   |     46 |          396
 Brand#53   | MEDIUM PLATED COPPER      |     24 |          396
 Brand#53   | MEDIUM PLATED NICKEL      |     27 |          396
 Brand#53   | MEDIUM POLISHED COPPER    |     10 |          396
 Brand#53   | MEDIUM POLISHED STEEL     |     21 |          396
 Brand#53   | PROMO ANODIZED BRASS      |     24 |          396
 Brand#53   | PROMO ANODIZED NICKEL     |     21 |          396
 Brand#53   | PROMO ANODIZED TIN        |      3 |          396
 Brand#53   | PROMO BRUSHED COPPER      |     10 |          396
 Brand#53   | PROMO BRUSHED STEEL       |     27 |          396
 Brand#53   | PROMO BRUSHED TIN         |     15 |          396
 Brand#53   | PROMO BURNISHED BRASS     |     10 |          396
 Brand#53   | PROMO BURNISHED TIN       |     21 |          396
 Brand#53   | PROMO PLATED NICKEL       |     24 |          396
 Brand#53   | SMALL ANODIZED BRASS      |     10 |          396
 Brand#53   | SMALL ANODIZED STEEL      |     24 |          396
 Brand#53   | SMALL BRUSHED NICKEL      |     46 |          396
 Brand#53   | SMALL BRUSHED STEEL       |      3 |          396
 Brand#53   | SMALL BURNISHED COPPER    |     21 |          396
 Brand#53   | SMALL BURNISHED TIN       |      5 |          396
 Brand#53   | SMALL PLATED TIN          |      3 |          396
 Brand#53   | SMALL POLISHED STEEL      |     27 |          396
 Brand#53   | STANDARD ANODIZED COPPER  |     27 |          396
 Brand#53   | STANDARD BRUSHED COPPER   |     21 |          396
 Brand#53   | STANDARD BRUSHED NICKEL   |     21 |          396
 Brand#53   | STANDARD BRUSHED TIN      |     24 |          396
 Brand#53   | STANDARD BURNISHED COPPER |     10 |          396
 Brand#53   | STANDARD BURNISHED STEEL  |     24 |          396
 Brand#53   | STANDARD BURNISHED STEEL  |     46 |          396
 Brand#53   | STANDARD BURNISHED TIN    |      5 |          396
 Brand#54   | ECONOMY BURNISHED COPPER  |     15 |          396
 Brand#54   | ECONOMY BURNISHED COPPER  |     21 |          396
 Brand#54   | ECONOMY PLATED BRASS      |     46 |          396
 Brand#54   | ECONOMY PLATED STEEL      |      5 |          396
 Brand#54   | ECONOMY PLATED STEEL      |     46 |          396
 Brand#54   | LARGE ANODIZED BRASS      |      5 |          396
 Brand#54   | LARGE ANODIZED BRASS      |     27 |          396
 Brand#54   | LARGE ANODIZED COPPER     |     24 |          396
 Brand#54   | LARGE ANODIZED COPPER     |     46 |          396
 Brand#54   | LARGE BURNISHED COPPER    |     27 |          396
 Brand#54   | MEDIUM BURNISHED BRASS    |     15 |          396
 Brand#54   | MEDIUM PLATED TIN         |     10 |          396
 Brand#54   | MEDIUM PLATED TIN         |     46 |          396
 Brand#54   | PROMO ANODIZED STEEL      |     15 |          396
 Brand#54   | PROMO BRUSHED BRASS       |     21 |          396
 Brand#54   | PROMO BURNISHED NICKEL    |     24 |          396
 Brand#54   | PROMO BURNISHED STEEL     |      5 |          396
 Brand#54   | PROMO POLISHED NICKEL     |      3 |          396
 Brand#54   | SMALL ANODIZED NICKEL     |     24 |          396
 Brand#54   | SMALL ANODIZED STEEL      |      5 |          396
 Brand#54   | SMALL ANODIZED STEEL      |     24 |          396
 Brand#54   | SMALL POLISHED COPPER     |     10 |          396
 Brand#54   | STANDARD ANODIZED COPPER  |     10 |          396
 Brand#54   | STANDARD BRUSHED NICKEL   |     24 |          396
 Brand#54   | STANDARD BURNISHED TIN    |     10 |          396
 Brand#54   | STANDARD BURNISHED TIN    |     24 |          396
 Brand#54   | STANDARD PLATED COPPER    |     27 |          396
 Brand#55   | ECONOMY ANODIZED STEEL    |     15 |          396
 Brand#55   | ECONOMY BRUSHED STEEL     |     27 |          396
 Brand#55   | ECONOMY BRUSHED TIN       |      5 |          396
 Brand#55   | ECONOMY BURNISHED BRASS   |      5 |          396
 Brand#55   | ECONOMY POLISHED NICKEL   |     21 |          396
 Brand#55   | LARGE ANODIZED NICKEL     |      3 |          396
 Brand#55   | LARGE ANODIZED TIN        |     15 |          396
 Brand#55   | MEDIUM ANODIZED TIN       |      5 |          396
 Brand#55   | MEDIUM BRUSHED BRASS      |     21 |          396
 Brand#55   | MEDIUM PLATED BRASS       |     21 |          396
 Brand#55   | MEDIUM PLATED NICKEL      |      5 |          396
 Brand#55   | SMALL BRUSHED BRASS       |     15 |          396
 Brand#55   | SMALL BRUSHED BRASS       |     46 |          396
 Brand#55   | SMALL BRUSHED NICKEL      |     27 |          396
 Brand#55   | SMALL BRUSHED STEEL       |     10 |          396
 Brand#55   | SMALL PLATED TIN          |      3 |          396
 Brand#55   | SMALL POLISHED COPPER     |     24 |          396
 Brand#55   | SMALL POLISHED STEEL      |     24 |          396
 Brand#55   | STANDARD ANODIZED BRASS   |     10 |          396
 Brand#55   | STANDARD ANODIZED COPPER  |     21 |          396
 Brand#55   | STANDARD ANODIZED NICKEL  |     21 |          396
 Brand#55   | STANDARD PLATED STEEL     |     46 |          396
 Brand#55   | STANDARD POLISHED BRASS   |     46 |          396
 Brand#55   | STANDARD POLISHED TIN     |      3 |          396
 Brand#11   | ECONOMY BURNISHED STEEL   |     46 |          395
 Brand#11   | MEDIUM ANODIZED COPPER    |     27 |          395
 Brand#11   | MEDIUM BRUSHED COPPER     |     27 |          395
 Brand#11   | MEDIUM BURNISHED NICKEL   |     27 |          395
 Brand#11   | PROMO ANODIZED TIN        |     21 |          395
 Brand#11   | PROMO BURNISHED STEEL     |     21 |          395
 Brand#11   | SMALL ANODIZED STEEL      |     21 |          395
 Brand#11   | SMALL PLATED TIN          |      3 |          395
 Brand#13   | ECONOMY BRUSHED COPPER    |     15 |          395
 Brand#13   | ECONOMY BURNISHED BRASS   |     15 |          395
 Brand#13   | ECONOMY BURNISHED COPPER  |     46 |          395
 Brand#13   | LARGE BRUSHED STEEL       |     10 |          395
 Brand#13   | LARGE BURNISHED BRASS     |     10 |          395
 Brand#13   | PROMO ANODIZED COPPER     |     27 |          395
 Brand#13   | PROMO BRUSHED COPPER      |     46 |          395
 Brand#13   | SMALL ANODIZED TIN        |     46 |          395
 Brand#13   | SMALL BRUSHED TIN         |     10 |          395
 Brand#13   | SMALL PLATED TIN          |      5 |          395
 Brand#13   | STANDARD BRUSHED STEEL    |     27 |          395
 Brand#13   | STANDARD BURNISHED BRASS  |      3 |          395
 Brand#13   | STANDARD BURNISHED TIN    |     10 |          395
 Brand#14   | ECONOMY ANODIZED TIN      |     10 |          395
 Brand#14   | ECONOMY BRUSHED BRASS     |      5 |          395
 Brand#14   | ECONOMY POLISHED TIN      |      3 |          395
 Brand#14   | LARGE ANODIZED STEEL      |     27 |          395
 Brand#14   | MEDIUM BRUSHED TIN        |      3 |          395
 Brand#14   | PROMO PLATED NICKEL       |     24 |          395
 Brand#14   | SMALL BURNISHED COPPER    |     10 |          395
 Brand#14   | SMALL PLATED BRASS        |     24 |          395
 Brand#14   | STANDARD BRUSHED BRASS    |     24 |          395
 Brand#15   | LARGE PLATED NICKEL       |     24 |          395
 Brand#15   | MEDIUM ANODIZED STEEL     |     24 |          395
 Brand#15   | PROMO PLATED STEEL        |      3 |          395
 Brand#15   | SMALL BURNISHED BRASS     |     46 |          395
 Brand#15   | STANDARD PLATED COPPER    |     46 |          395
 Brand#15   | STANDARD POLISHED NICKEL  |     15 |          395
 Brand#21   | ECONOMY BURNISHED BRASS   |     24 |          395
 Brand#21   | LARGE BRUSHED STEEL       |     15 |          395
 Brand#21   | LARGE PLATED NICKEL       |      3 |          395
 Brand#21   | PROMO BRUSHED BRASS       |     46 |          395
 Brand#21   | PROMO POLISHED NICKEL     |     46 |          395
 Brand#21   | SMALL PLATED STEEL        |     24 |          395
 Brand#21   | STANDARD ANODIZED TIN     |     15 |          395
 Brand#21   | STANDARD ANODIZED TIN     |     21 |          395
 Brand#21   | STANDARD BRUSHED NICKEL   |     21 |          395
 Brand#22   | ECONOMY ANODIZED COPPER   |     46 |          395
 Brand#22   | ECONOMY POLISHED TIN      |     46 |          395
 Brand#22   | LARGE BURNISHED TIN       |     46 |          395
 Brand#22   | MEDIUM PLATED BRASS       |     24 |          395
 Brand#22   | PROMO BRUSHED BRASS       |     10 |          395
 Brand#22   | PROMO POLISHED TIN        |     24 |          395
 Brand#23   | ECONOMY ANODIZED BRASS    |     24 |          395
 Brand#23   | LARGE PLATED COPPER       |     24 |          395
 Brand#23   | MEDIUM ANODIZED TIN       |     10 |          395
 Brand#23   | MEDIUM ANODIZED TIN       |     27 |          395
 Brand#23   | PROMO BRUSHED TIN         |     24 |          395
 Brand#24   | ECONOMY BRUSHED STEEL     |     24 |          395
 Brand#24   | MEDIUM ANODIZED NICKEL    |     21 |          395
 Brand#24   | MEDIUM ANODIZED STEEL     |     46 |          395
 Brand#24   | MEDIUM BRUSHED STEEL      |     46 |          395
 Brand#24   | MEDIUM BURNISHED COPPER   |      5 |          395
 Brand#24   | MEDIUM PLATED COPPER      |     27 |          395
 Brand#24   | MEDIUM POLISHED STEEL     |     27 |          395
 Brand#24   | PROMO POLISHED COPPER     |     21 |          395
 Brand#24   | SMALL BRUSHED NICKEL      |     21 |          395
 Brand#24   | SMALL POLISHED STEEL      |      5 |          395
 Brand#25   | ECONOMY ANODIZED BRASS    |     15 |          395
 Brand#25   | ECONOMY BURNISHED COPPER  |     21 |          395
 Brand#25   | ECONOMY POLISHED TIN      |     15 |          395
 Brand#25   | LARGE PLATED STEEL        |      5 |          395
 Brand#25   | STANDARD BURNISHED NICKEL |     21 |          395
 Brand#31   | ECONOMY POLISHED NICKEL   |     46 |          395
 Brand#31   | LARGE BRUSHED STEEL       |     27 |          395
 Brand#31   | LARGE PLATED STEEL        |      3 |          395
 Brand#31   | MEDIUM BRUSHED STEEL      |     21 |          395
 Brand#31   | PROMO ANODIZED NICKEL     |     15 |          395
 Brand#31   | PROMO BRUSHED BRASS       |      5 |          395
 Brand#31   | SMALL POLISHED TIN        |     21 |          395
 Brand#31   | STANDARD PLATED STEEL     |     10 |          395
 Brand#31   | STANDARD PLATED TIN       |      3 |          395
 Brand#32   | ECONOMY BURNISHED BRASS   |     46 |          395
 Brand#32   | PROMO ANODIZED TIN        |      3 |          395
 Brand#32   | PROMO BRUSHED STEEL       |     24 |          395
 Brand#32   | SMALL BRUSHED STEEL       |      5 |          395
 Brand#32   | SMALL PLATED COPPER       |     21 |          395
 Brand#32   | SMALL PLATED STEEL        |     46 |          395
 Brand#33   | ECONOMY BURNISHED NICKEL  |     10 |          395
 Brand#33   | LARGE PLATED BRASS        |     46 |          395
 Brand#33   | MEDIUM BURNISHED NICKEL   |      3 |          395
 Brand#33   | MEDIUM PLATED TIN         |     46 |          395
 Brand#33   | SMALL POLISHED BRASS      |     21 |          395
 Brand#33   | SMALL POLISHED NICKEL     |     27 |          395
 Brand#33   | STANDARD POLISHED COPPER  |      3 |          395
 Brand#34   | ECONOMY POLISHED TIN      |     21 |          395
 Brand#34   | LARGE PLATED STEEL        |      3 |          395
 Brand#34   | LARGE PLATED STEEL        |     27 |          395
 Brand#34   | PROMO POLISHED COPPER     |     21 |          395
 Brand#34   | SMALL BURNISHED NICKEL    |     46 |          395
 Brand#34   | STANDARD POLISHED TIN     |     21 |          395
 Brand#35   | ECONOMY ANODIZED BRASS    |     24 |          395
 Brand#35   | ECONOMY ANODIZED NICKEL   |     21 |          395
 Brand#35   | ECONOMY BRUSHED COPPER    |      5 |          395
 Brand#35   | ECONOMY BURNISHED COPPER  |     15 |          395
 Brand#35   | ECONOMY POLISHED NICKEL   |      3 |          395
 Brand#35   | ECONOMY POLISHED NICKEL   |     24 |          395
 Brand#35   | MEDIUM BURNISHED STEEL    |     27 |          395
 Brand#35   | MEDIUM BURNISHED TIN      |     27 |          395
 Brand#35   | SMALL ANODIZED COPPER     |     46 |          395
 Brand#35   | SMALL PLATED BRASS        |     27 |          395
 Brand#41   | ECONOMY ANODIZED COPPER   |     10 |          395
 Brand#41   | ECONOMY ANODIZED TIN      |      5 |          395
 Brand#41   | ECONOMY ANODIZED TIN      |     15 |          395
 Brand#41   | ECONOMY BRUSHED BRASS     |     21 |          395
 Brand#41   | ECONOMY PLATED TIN        |     21 |          395
 Brand#41   | ECONOMY POLISHED BRASS    |     10 |          395
 Brand#41   | LARGE ANODIZED NICKEL     |     27 |          395
 Brand#41   | MEDIUM PLATED TIN         |      5 |          395
 Brand#41   | STANDARD BRUSHED NICKEL   |     21 |          395
 Brand#41   | STANDARD BURNISHED TIN    |     21 |          395
 Brand#41   | STANDARD POLISHED BRASS   |      3 |          395
 Brand#42   | LARGE BRUSHED TIN         |     21 |          395
 Brand#42   | SMALL PLATED BRASS        |     21 |          395
 Brand#43   | ECONOMY BRUSHED COPPER    |     10 |          395
 Brand#43   | ECONOMY BRUSHED NICKEL    |      3 |          395
 Brand#43   | LARGE PLATED STEEL        |     24 |          395
 Brand#43   | MEDIUM PLATED BRASS       |     46 |          395
 Brand#43   | MEDIUM PLATED NICKEL      |      3 |          395
 Brand#43   | PROMO BURNISHED NICKEL    |      5 |          395
 Brand#44   | ECONOMY BRUSHED COPPER    |      3 |          395
 Brand#44   | ECONOMY PLATED STEEL      |      3 |          395
 Brand#44   | ECONOMY POLISHED TIN      |     46 |          395
 Brand#44   | STANDARD BURNISHED BRASS  |      5 |          395
 Brand#44   | STANDARD BURNISHED COPPER |     15 |          395
 Brand#45   | MEDIUM POLISHED BRASS     |     10 |          395
 Brand#45   | PROMO BURNISHED NICKEL    |     24 |          395
 Brand#45   | SMALL ANODIZED COPPER     |     24 |          395
 Brand#45   | SMALL BRUSHED NICKEL      |     10 |          395
 Brand#45   | STANDARD BRUSHED BRASS    |     15 |          395
 Brand#45   | STANDARD BURNISHED BRASS  |     21 |          395
 Brand#51   | LARGE BRUSHED STEEL       |     46 |          395
 Brand#51   | PROMO BURNISHED NICKEL    |      5 |          395
 Brand#51   | PROMO POLISHED COPPER     |     46 |          395
 Brand#51   | SMALL ANODIZED TIN        |      3 |          395
 Brand#51   | SMALL PLATED BRASS        |     15 |          395
 Brand#51   | STANDARD BRUSHED COPPER   |      5 |          395
 Brand#51   | STANDARD BURNISHED BRASS  |      3 |          395
 Brand#51   | STANDARD BURNISHED BRASS  |      5 |          395
 Brand#52   | LARGE BRUSHED BRASS       |     21 |          395
 Brand#52   | MEDIUM ANODIZED BRASS     |      3 |          395
 Brand#52   | PROMO PLATED TIN          |     21 |          395
 Brand#52   | PROMO POLISHED BRASS      |      5 |          395
 Brand#52   | SMALL POLISHED NICKEL     |     46 |          395
 Brand#52   | STANDARD ANODIZED STEEL   |     15 |          395
 Brand#52   | STANDARD ANODIZED TIN     |     24 |          395
 Brand#53   | MEDIUM BRUSHED NICKEL     |      5 |          395
 Brand#53   | MEDIUM BURNISHED COPPER   |     27 |          395
 Brand#53   | PROMO PLATED BRASS        |     10 |          395
 Brand#53   | SMALL BRUSHED COPPER      |     46 |          395
 Brand#53   | STANDARD PLATED BRASS     |     15 |          395
 Brand#54   | ECONOMY PLATED NICKEL     |     46 |          395
 Brand#54   | LARGE PLATED TIN          |     10 |          395
 Brand#54   | SMALL BRUSHED TIN         |      5 |          395
 Brand#54   | SMALL BURNISHED COPPER    |     15 |          395
 Brand#54   | STANDARD BURNISHED TIN    |     21 |          395
 Brand#55   | ECONOMY BURNISHED BRASS   |     46 |          395
 Brand#55   | LARGE ANODIZED BRASS      |      3 |          395
 Brand#55   | MEDIUM PLATED STEEL       |     10 |          395
 Brand#55   | MEDIUM POLISHED NICKEL    |      3 |          395
